,Duration (in seconds),Gender,Age,Location,Education,Triplet,Complexity,Condition,P(A1),P(A2),P(A3),P(¬A1),P(¬A2),P(¬A3),P(A2|A1),P(A2|¬A1),P(¬A2|A1),P(¬A2|¬A1),P(A1 ∩ A2),P(A1 ∩ ¬A2),P(¬A1 ∩ A2),P(¬A1 ∩ ¬A2),P(A1 ∪ A2),P(A1 ∪ ¬A2),P(¬A1 ∪ A2),P(¬A1 ∪ ¬A2),P(A3|A2),P(A3|¬A2),P(¬A3|A2),P(¬A3|¬A2),P(A2 ∩ A3),P(A2 ∩ ¬A3),P(¬A2 ∩ A3),P(¬A2 ∩ ¬A3),P(A2 ∪ A3),P(A2 ∪ ¬A3),P(¬A2 ∪ A3),P(¬A2 ∪ ¬A3),P(A1|A3),P(A1|¬A3),P(¬A1|A3),P(¬A1|¬A3),P(A3 ∩ A1),P(A3 ∩ ¬A1),P(¬A3 ∩ A1),P(¬A3 ∩ ¬A1),P(A3 ∪ A1),P(A3 ∪ ¬A1),P(¬A3 ∪ A1),P(¬A3 ∪ ¬A1),P(A1|A2),P(¬A1|A2),P(A1|¬A2),P(¬A1|¬A2),P(A2 ∩ A1),P(¬A2 ∩ A1),P(A2 ∩ ¬A1),P(¬A2 ∩ ¬A1),P(A2 ∪ A1),P(¬A2 ∪ A1),P(A2 ∪ ¬A1),P(¬A2 ∪ ¬A1),P(A2|A3),P(¬A2|A3),P(A2|¬A3),P(¬A2|¬A3),P(A3 ∩ A2),P(¬A3 ∩ A2),P(A3 ∩ ¬A2),P(¬A3 ∩ ¬A2),P(A3 ∪ A2),P(¬A3 ∪ A2),P(A3 ∪ ¬A2),P(¬A3 ∪ ¬A2),P(A3|A1),P(¬A3|A1),P(A3|¬A1),P(¬A3|¬A1),P(A1 ∩ A3),P(¬A1 ∩ A3),P(A1 ∩ ¬A3),P(¬A1 ∩ ¬A3),P(A1 ∪ A3),P(¬A1 ∪ A3),P(A1 ∪ ¬A3),P(¬A1 ∪ ¬A3),CRT Score,Pay,A1,A2,A3
61,539,Male,25-34,Kentucky,High School,1,High,T1 HC,40,55,41,63,55,55,54,47,46,54,43,48,53,58,47,54,55,59,56,47,46,56,45,52,51,55,51,53,55,51,47,38,53,62,50,58,46,54,49,53,49,60,49,59,47,59,46,48,52,56,49,54,49,60,52,52,52,53,48,46,50,49,51,57,57,58,60,48,49,58,47,54,47,55,52,58,51,60,3,Fairly generous,Ohio,Michigan,Missouri
62,464,Male,25-34,Texas,Senior (4 years of college),1,High,T1 HC,63,61,64,56,68,67,60,70,69,72,70,69,65,74,61,64,69,65,66,61,63,62,65,68,74,69,60,57,64,60,60,67,67,60,64,69,72,64,63,65,73,60,65,68,64,64,66,59,63,55,66,64,62,66,65,63,72,64,58,58,65,57,62,60,63,60,70,75,69,59,56,63,57,62,66,66,62,61,2,About right,Ohio,Michigan,Missouri
63,1049,Female,45-54,Texas,Sophomore (2 years of college),1,High,T1 HC,92,99,78,71,81,92,84,84,89,77,97,95,82,74,92,96,100,84,97,92,86,63,91,77,79,91,96,89,91,91,92,87,80,80,100,74,73,87,88,75,97,87,86,91,90,41,86,92,77,88,86,79,83,88,82,94,72,71,87,84,69,84,86,71,79,94,96,92,85,95,79,88,92,81,82,97,93,87,0,About right,Ohio,Michigan,Missouri
64,551,Female,25-34,Ohio,Masters,1,High,T1 HC,99,89,88,46,36,45,72,72,76,75,64,84,82,74,73,79,62,61,90,54,77,71,71,77,65,56,75,64,57,83,74,39,73,70,67,63,76,76,67,67,60,77,73,70,58,48,59,64,72,56,63,74,79,68,62,51,55,76,66,74,76,65,89,83,47,73,84,100,56,39,86,66,70,42,85,65,68,75,0,Inadequate,Ohio,Michigan,Missouri
65,1096,Male,25-34,Hawaii,Masters,1,High,T1 HC,80,81,78,75,78,75,88,80,89,81,87,89,90,92,83,97,98,96,86,86,88,85,93,99,87,88,84,96,97,100,89,87,85,89,89,90,89,83,89,94,78,100,93,90,84,94,86,100,77,85,99,85,84,93,92,100,95,85,83,83,83,86,88,94,90,88,89,89,95,92,86,86,87,89,96,94,78,94,0,About right,Ohio,Michigan,Missouri
66,1003,Male,45-54,Florida,Senior (4 years of college),1,High,T1 HC,85,24,100,14,76,0,30,1,70,99,10,68,3,12,85,98,33,83,100,100,0,0,17,0,78,0,100,22,100,77,86,0,14,100,84,13,0,0,100,100,85,13,98,1,65,25,35,65,1,35,80,90,35,91,21,78,0,100,20,0,80,0,100,20,100,80,100,0,100,0,86,14,0,0,100,100,86,15,2,Inadequate,Ohio,Michigan,Missouri
67,1213,Male,35-44,Florida,Masters,1,High,T1 HC,40,30,60,40,40,70,70,40,50,80,40,40,60,75,45,45,50,75,60,40,55,80,40,40,70,70,45,40,50,60,40,50,71,81,40,75,40,75,40,60,40,70,65,50,80,80,35,35,70,75,40,35,50,80,50,70,45,65,45,45,75,80,50,50,65,70,70,70,50,80,40,70,45,80,40,70,45,80,0,Fairly generous,Ohio,Michigan,Missouri
68,901,Female,25-34,California,Masters,1,High,T1 HC,34,39,42,44,66,42,32,80,71,69,64,57,64,61,65,62,65,61,37,33,64,32,63,28,41,67,60,63,65,54,65,58,38,68,57,35,62,55,60,55,64,63,60,64,55,58,58,62,58,58,59,64,56,59,59,58,66,58,55,58,59,59,44,63,66,58,60,46,59,61,57,54,58,57,60,55,63,60,2,About right,Ohio,Michigan,Missouri
69,514,Male,35-44,Virginia,Masters,1,High,T1 HC,76,76,86,35,21,32,84,81,31,29,76,39,94,58,31,39,70,73,84,79,23,33,78,79,92,41,77,72,72,34,90,86,76,34,93,42,77,37,61,70,77,72,83,72,85,72,75,75,83,80,86,78,77,81,87,37,78,43,75,82,36,75,80,82,77,34,100,70,82,29,74,84,85,81,78,77,84,34,1,Fairly generous,Ohio,Michigan,Missouri
70,1103,Female,25-34,North Carolina,Senior (4 years of college),1,High,T1 HC,61,59,61,73,82,71,60,67,61,86,64,64,65,65,61,62,40,71,60,61,71,32,80,69,73,71,71,33,55,62,61,62,82,84,73,72,71,80,82,71,71,71,41,71,83,72,62,73,60,73,43,73,73,75,62,70,63,41,68,42,72,66,45,69,60,80,65,71,43,77,31,69,67,73,40,59,41,81,0,About right,Ohio,Michigan,Missouri
71,830,Male,35-44,Georgia,Senior (4 years of college),1,High,T1 HC,68,61,59,60,64,68,67,68,63,55,55,57,54,60,60,64,63,65,59,63,56,57,57,67,68,55,63,60,66,59,50,63,51,65,58,59,58,61,61,60,63,61,57,66,58,57,62,63,61,56,65,62,64,61,61,60,64,58,62,63,64,63,55,61,63,58,60,57,63,59,60,58,62,57,62,63,62,64,1,Fairly generous,Ohio,Michigan,Missouri
72,1135,Female,35-44,New York,Senior (4 years of college),1,High,T1 HC,37,74,77,77,71,87,60,65,65,83,64,39,69,63,60,63,58,68,87,62,61,63,70,62,73,41,65,61,71,65,71,62,71,64,43,65,56,61,61,62,66,41,43,75,63,66,68,65,29,33,91,70,67,77,67,38,65,67,36,84,79,62,65,70,75,75,68,45,66,72,72,68,69,69,72,67,61,84,1,About right,Ohio,Michigan,Missouri
73,1364,Female,55-64,California,High School,1,High,T1 HC,65,65,62,40,35,30,71,63,31,38,65,41,48,30,71,55,63,41,76,50,32,45,69,44,59,29,64,72,55,40,67,48,33,35,67,40,46,34,71,65,56,40,53,48,58,46,56,44,43,32,66,45,56,45,69,41,55,46,67,39,46,36,63,65,57,41,69,44,59,47,55,62,35,38,63,57,54,46,1,About right,Ohio,Michigan,Missouri
74,850,Male,25-34,California,Senior (4 years of college),1,High,T1 HC,40,38,40,80,76,80,33,70,41,66,34,62,40,72,29,50,55,86,40,67,31,72,42,50,68,75,39,50,57,66,35,65,40,74,42,39,59,67,32,50,60,85,33,62,65,65,42,62,54,62,20,68,37,83,27,56,50,66,42,61,50,50,47,54,43,66,29,61,39,73,60,37,64,81,54,54,50,77,2,About right,Ohio,Michigan,Missouri
75,848,Female,55-64,Illinois,Masters,1,High,T1 HC,56,61,61,60,40,39,66,52,39,54,61,19,68,28,70,62,73,45,39,62,61,45,61,56,34,35,45,71,36,55,56,67,46,54,54,31,70,43,71,44,73,56,66,43,54,40,70,33,33,20,83,63,70,44,66,42,74,43,71,73,39,20,77,75,81,58,61,57,47,56,75,41,65,41,81,62,71,53,0,About right,Ohio,Michigan,Missouri
76,523,Male,25-34,Kansas,Senior (4 years of college),1,High,T1 HC,40,20,67,63,71,22,63,13,48,93,27,42,15,56,12,78,64,80,86,41,7,54,30,35,60,55,93,62,70,76,57,20,58,97,46,54,12,53,69,57,13,73,91,68,29,76,19,64,2,61,58,63,53,67,46,82,62,88,24,56,77,26,31,2,62,23,96,37,68,96,28,38,28,21,77,73,61,58,2,About right,Ohio,Michigan,Missouri
77,463,Male,25-34,California,Masters,1,High,T1 HC,71,74,92,89,86,77,78,88,75,72,71,78,88,85,89,76,65,74,76,88,98,90,78,92,91,78,76,92,86,89,73,82,93,75,83,94,81,94,83,78,93,95,85,79,82,74,74,89,76,77,75,77,90,76,93,76,70,91,73,93,91,91,90,91,77,77,93,87,83,94,86,78,75,74,88,89,78,93,0,About right,Ohio,Michigan,Missouri
78,1370,Male,25-34,Montana,Masters,1,High,T1 HC,67,69,63,73,83,73,75,63,62,81,63,65,74,68,70,71,75,67,72,68,67,72,83,73,79,75,67,69,80,65,80,73,78,70,74,75,62,71,69,70,71,73,65,62,72,68,66,63,63,63,71,75,64,70,62,71,90,62,71,63,65,66,75,72,75,68,72,71,77,62,64,61,65,63,71,68,58,72,0,About right,Ohio,Michigan,Missouri
79,309,Female,25-34,Florida,Freshman (1 year of college),1,High,T1 HC,66,36,74,37,41,34,68,12,49,30,25,29,32,69,61,64,60,35,97,31,36,41,63,31,66,64,37,73,56,62,61,84,89,65,49,89,64,82,73,74,28,49,74,70,64,35,68,47,49,30,62,64,34,37,54,31,64,69,67,36,65,38,50,58,47,79,39,49,44,31,70,67,39,74,70,65,37,38,1,About right,Ohio,Michigan,Missouri
80,1037,Male,55-64,California,Senior (4 years of college),1,High,T1 HC,82,94,80,20,13,29,25,85,77,92,87,50,52,61,72,50,55,31,79,33,78,31,76,62,59,19,89,55,57,32,32,32,96,24,84,54,51,31,66,59,51,37,72,29,89,36,78,49,49,47,81,46,43,50,73,40,66,36,47,42,45,36,87,47,48,38,74,39,88,41,83,47,41,47,50,50,47,46,2,Fairly generous,Ohio,Michigan,Missouri
81,856,Female,55-64,Michigan,Junior (3 years of college),1,High,T1 HC,50,48,44,50,50,56,57,47,45,59,45,55,46,59,56,54,56,63,57,48,44,58,44,50,52,56,44,47,55,59,58,44,44,60,46,53,47,46,46,57,61,57,45,54,47,63,45,54,47,59,57,57,54,70,54,52,46,62,43,46,56,57,47,58,56,66,50,53,50,61,43,55,53,57,48,55,60,59,1,About right,Ohio,Michigan,Missouri
82,1208,Male,35-44,Michigan,Senior (4 years of college),1,High,T1 HC,47,46,68,54,54,42,44,47,46,61,38,53,47,56,51,70,77,78,60,50,42,43,46,33,63,44,67,33,85,79,42,40,55,61,48,54,31,34,71,79,48,64,47,52,53,78,44,49,48,58,46,70,58,85,49,74,49,73,46,30,56,35,57,48,62,59,70,44,76,41,48,60,36,47,66,85,48,58,3,About right,Ohio,Michigan,Missouri
83,1360,Male,25-34,Texas,Masters,1,High,T1 HC,81,83,77,97,88,87,91,90,89,88,79,96,81,88,91,79,80,85,86,87,90,89,79,89,82,82,83,86,89,79,87,81,88,89,72,91,79,79,88,74,73,84,86,80,95,93,83,91,84,79,86,79,81,82,97,79,90,85,92,81,85,80,79,88,81,74,84,88,77,84,97,84,84,79,83,96,86,87,3,About right,Ohio,Michigan,Missouri
84,785,Male,25-34,Texas,Senior (4 years of college),1,High,T1 HC,34,36,34,78,71,69,31,33,66,80,29,70,78,68,39,66,77,71,71,39,72,81,33,53,30,70,68,71,72,73,36,39,71,80,68,30,65,71,74,72,41,63,42,98,38,100,65,64,39,42,61,62,63,63,40,71,81,35,63,42,72,67,69,74,82,64,39,69,83,75,37,69,75,74,38,40,67,69,3,About right,Ohio,Michigan,Missouri
85,631,Male,35-44,New Jersey,Senior (4 years of college),1,High,T1 HC,71,64,64,68,62,59,62,63,71,62,59,68,77,68,61,63,62,68,73,62,60,60,61,61,64,64,64,65,63,63,66,61,63,67,66,73,61,63,60,63,62,63,63,60,61,65,63,44,64,67,64,73,65,72,56,65,72,67,58,59,70,72,68,62,58,66,69,65,61,63,59,65,71,67,72,52,72,63,1,Fairly generous,Ohio,Michigan,Missouri
86,1308,Male,55-64,California,Senior (4 years of college),1,High,T1 HC,64,65,63,62,60,64,65,63,62,63,67,69,69,64,66,67,67,62,66,64,64,64,65,63,64,65,64,65,64,66,64,64,64,63,67,63,68,65,39,67,69,66,64,67,64,66,64,64,64,63,68,65,65,64,67,65,64,65,61,60,65,62,63,74,62,68,69,67,67,66,62,62,63,63,65,63,66,66,1,Fairly generous,Ohio,Michigan,Missouri
87,733,Female,45-54,Virginia,Senior (4 years of college),1,High,T1 HC,84,82,71,40,74,71,40,73,85,95,68,41,79,40,75,65,94,80,40,71,80,61,82,90,73,40,82,40,71,81,85,40,92,85,75,65,84,82,91,82,40,39,78,83,74,40,83,85,40,91,80,80,73,89,66,40,40,82,81,81,81,83,86,40,83,40,84,84,40,84,97,40,76,62,81,80,75,87,0,About right,Ohio,Michigan,Missouri
88,1062,Female,25-34,New York,Senior (4 years of college),1,High,T1 HC,66,67,75,74,34,65,69,76,70,61,32,65,78,68,43,54,75,59,67,64,65,64,34,63,68,61,70,71,68,75,73,68,66,67,76,70,70,70,64,71,62,63,43,59,70,67,72,70,75,66,31,76,83,71,42,79,73,69,67,69,66,69,72,58,82,64,74,75,74,66,80,69,35,67,81,42,68,70,0,Fairly generous,Ohio,Michigan,Missouri
89,662,Male,25-34,Wisconsin,Masters,1,High,T1 HC,79,82,86,73,85,86,82,86,74,76,79,80,69,84,70,85,83,65,75,87,74,76,75,87,79,68,63,84,64,77,79,89,77,84,71,82,83,85,67,76,71,76,62,74,69,70,83,82,84,86,92,82,79,86,76,63,59,58,86,78,91,82,83,75,87,83,75,62,74,76,88,87,85,91,95,89,88,87,0,Fairly generous,Ohio,Michigan,Missouri
90,1557,Female,25-34,Indiana,Masters,1,High,T1 HC,20,20,55,60,60,45,55,45,60,60,45,55,48,70,45,55,45,60,55,55,45,45,48,48,60,55,52,48,60,60,45,45,60,60,45,60,46,55,52,61,48,51,52,55,48,65,40,48,48,65,52,48,55,65,48,55,42,58,48,49,55,49,60,48,58,52,52,49,53,52,45,55,49,52,48,55,48,49,1,About right,Ohio,Michigan,Missouri
91,604,Female,45-54,Massachusetts,Masters,1,High,T1 HC,21,39,81,81,75,31,64,11,56,66,10,54,40,85,19,75,91,94,92,78,5,37,34,4,95,30,91,21,94,78,50,5,66,87,30,91,5,15,95,96,14,70,50,50,29,83,10,35,34,77,22,64,77,94,66,70,18,62,29,4,81,5,95,10,93,63,84,4,94,36,37,85,4,5,95,95,6,69,2,About right,Ohio,Michigan,Missouri
92,1016,Male,25-34,California,Senior (4 years of college),1,High,T1 HC,88,89,87,86,88,88,81,73,78,60,68,74,77,74,79,72,71,64,60,62,60,82,70,60,87,84,77,74,81,80,67,76,62,76,70,74,66,79,68,78,80,70,75,67,76,72,65,65,68,64,67,66,63,63,70,78,62,72,69,73,64,67,66,63,65,72,62,72,74,63,61,63,65,61,64,63,65,67,0,Fairly generous,Ohio,Michigan,Missouri
93,672,Female,35-44,Illinois,Masters,1,High,T1 HC,72,73,67,61,28,31,89,69,31,33,69,61,74,23,68,71,72,60,80,39,87,31,69,71,68,27,68,29,33,70,71,75,35,33,65,78,34,23,66,66,25,37,76,36,75,69,77,43,38,30,62,35,68,33,29,42,68,84,30,59,73,67,78,37,43,34,76,41,14,30,69,72,70,35,66,70,73,74,0,Fairly generous,Ohio,Michigan,Missouri
94,1423,Female,35-44,Colorado,Senior (4 years of college),1,High,T1 HC,91,94,92,87,86,86,95,95,86,87,95,86,93,85,98,84,97,84,95,82,85,89,90,82,93,86,95,88,96,84,95,88,83,89,84,83,95,80,95,82,96,87,95,89,96,87,97,95,93,84,96,96,79,87,95,88,99,85,79,92,96,81,96,95,84,86,97,86,97,88,94,91,79,82,95,95,80,82,2,Fairly generous,Ohio,Michigan,Missouri
95,1298,Male,45-54,Virginia,Senior (4 years of college),1,High,T1 HC,45,35,77,65,65,23,30,30,65,70,20,15,10,65,15,87,91,91,65,75,35,35,10,5,80,30,95,20,95,86,40,40,60,66,45,71,9,55,81,90,30,90,8,86,9,86,9,66,5,86,14,86,81,88,16,81,14,85,6,7,81,14,81,14,95,75,80,13,91,13,81,90,5,15,87,95,10,86,3,Inadequate,Ohio,Michigan,Missouri
96,519,Male,35-44,California,Sophomore (2 years of college),1,High,T1 HC,52,36,87,54,73,20,32,19,69,87,39,76,14,33,86,88,43,82,73,72,22,44,17,8,80,24,90,28,78,76,67,19,53,64,68,50,34,19,85,53,79,44,92,12,52,52,16,88,25,23,51,88,24,80,27,72,17,89,14,21,82,13,64,24,88,74,81,16,72,32,77,48,37,18,79,54,55,28,2,About right,Ohio,Michigan,Missouri
97,1278,Male,25-34,New York,Senior (4 years of college),1,High,T1 HC,62,36,51,80,88,58,50,44,50,50,47,52,45,58,48,50,52,54,45,50,48,53,48,52,49,57,49,53,50,56,45,46,46,57,46,52,49,53,51,52,50,46,50,50,50,51,48,50,50,49,49,51,49,55,50,50,53,53,42,50,50,54,47,50,50,53,50,50,48,53,46,50,46,52,47,50,50,52,0,About right,Ohio,Michigan,Missouri
98,1262,Female,35-44,Pennsylvania,Masters,1,High,T1 HC,71,87,72,58,42,70,44,63,78,36,66,74,64,47,72,71,68,68,81,57,68,44,74,42,70,43,57,82,73,57,59,70,57,62,75,66,59,60,77,81,64,47,68,67,34,41,68,44,63,45,68,38,69,30,66,85,36,47,67,71,64,38,55,72,72,38,90,58,24,71,62,39,67,46,70,45,71,34,0,Fairly generous,Ohio,Michigan,Missouri
99,828,Male,35-44,Colorado,Senior (4 years of college),1,High,T1 HC,44,65,63,86,83,82,43,51,45,93,70,79,63,88,41,61,41,72,63,59,89,92,41,63,62,92,46,56,38,86,60,44,83,87,52,58,41,78,53,71,40,68,62,73,45,55,44,39,64,77,55,47,82,84,56,71,45,61,45,65,77,61,58,39,84,71,45,60,46,79,45,62,78,77,44,50,66,81,0,Fairly generous,Ohio,Michigan,Missouri
100,392,Male,65-74,Wisconsin,Senior (4 years of college),1,High,T1 HC,68,73,78,79,74,74,81,80,77,77,86,81,80,76,82,85,89,83,81,80,75,79,73,85,83,80,81,89,91,77,76,83,82,80,83,80,77,81,83,82,80,84,94,89,87,91,77,91,74,81,87,88,86,91,92,88,88,91,87,86,85,85,83,89,90,90,88,83,95,82,86,82,83,81,90,91,82,88,0,Fairly generous,Ohio,Michigan,Missouri
101,1462,Female,45-54,South Carolina,Senior (4 years of college),1,High,T1 HC,65,20,70,35,85,20,20,20,85,85,14,85,15,40,72,83,12,81,90,71,15,20,12,15,85,25,72,15,85,65,85,75,20,40,74,45,25,10,84,75,12,20,85,20,80,55,14,82,10,65,75,85,15,90,10,90,10,90,16,10,84,12,73,10,86,74,85,12,85,15,76,45,27,15,88,65,72,23,3,Fairly generous,Ohio,Michigan,Missouri
102,538,Male,25-34,Florida,Senior (4 years of college),1,High,T1 HC,78,81,85,29,35,27,94,76,99,69,15,87,24,20,77,59,90,44,70,69,41,34,74,71,72,92,32,86,28,63,41,90,57,77,74,26,72,36,30,32,59,77,37,35,19,60,82,38,57,35,68,43,43,68,52,51,65,57,34,42,75,17,73,63,60,38,74,67,68,41,35,61,65,71,50,56,73,71,1,About right,Ohio,Michigan,Missouri
103,1632,Male,55-64,Colorado,Senior (4 years of college),1,High,T1 HC,53,49,59,47,51,42,49,45,51,54,45,51,45,49,53,52,50,53,55,55,38,48,48,38,53,45,60,46,59,52,53,46,47,51,51,49,48,44,57,56,46,60,54,46,51,50,49,52,48,47,51,55,47,53,49,52,43,46,49,45,59,46,57,45,57,52,59,40,55,47,52,48,46,46,59,58,51,48,2,About right,Ohio,Michigan,Missouri
104,860,Male,25-34,California,Senior (4 years of college),1,High,T1 HC,85,76,80,67,35,77,67,85,73,86,86,80,34,70,34,67,41,84,64,63,70,70,72,71,67,74,92,70,75,80,47,74,36,65,74,73,70,73,69,40,71,84,80,76,72,77,67,64,86,71,81,63,72,66,66,55,73,81,67,77,72,74,60,76,65,61,64,59,68,66,73,72,65,81,62,65,72,78,0,Fairly generous,Ohio,Michigan,Missouri
105,1319,Male,25-34,Louisiana,High School,1,High,T1 HC,25,20,30,70,80,60,77,35,45,91,20,39,25,80,40,40,40,78,86,20,40,81,20,60,29,71,19,46,34,75,70,24,30,87,29,35,25,81,20,34,36,75,76,45,23,91,20,35,35,71,30,40,40,88,46,45,19,91,19,30,30,71,39,40,44,85,60,46,26,91,19,39,35,72,30,40,35,85,1,About right,Ohio,Michigan,Missouri
106,530,Female,35-44,California,Senior (4 years of college),1,High,T1 HC,88,64,62,44,36,43,68,44,62,54,67,67,41,58,54,25,39,32,85,53,32,76,69,59,73,54,73,83,65,46,30,66,85,61,41,54,81,86,58,58,23,72,72,39,58,82,93,75,38,55,35,55,51,74,36,33,30,56,46,33,69,35,65,68,75,91,62,36,42,69,52,68,76,56,37,87,74,56,2,Fairly generous,Ohio,Michigan,Missouri
107,1696,Female,45-54,South Carolina,Senior (4 years of college),1,High,T1 HC,81,81,91,61,71,70,80,71,61,29,45,60,76,83,87,62,89,86,71,61,84,62,82,94,91,63,83,79,64,85,29,76,40,71,93,91,75,74,82,98,85,74,86,84,41,66,83,60,39,38,43,40,86,72,75,79,85,41,40,41,74,74,68,72,73,72,94,87,81,61,82,73,62,34,68,74,73,81,0,Fairly generous,Ohio,Michigan,Missouri
108,1163,Male,45-54,California,Masters,1,High,T1 HC,90,81,82,84,86,81,84,88,84,98,75,82,76,73,77,86,86,80,86,88,88,86,77,79,89,93,78,72,69,92,94,82,89,84,94,82,77,77,73,75,86,75,83,70,79,70,75,57,87,100,63,62,58,60,71,100,100,65,69,76,72,91,60,62,56,62,64,82,81,89,88,81,85,91,61,62,56,58,0,Fairly generous,Ohio,Michigan,Missouri
109,574,Female,16-24,California,Senior (4 years of college),1,High,T1 HC,93,88,87,27,100,37,83,74,36,95,75,87,25,73,73,97,30,76,91,84,15,93,81,23,82,80,87,19,32,78,98,95,79,87,83,31,89,33,27,85,90,92,89,71,80,85,76,77,83,75,80,83,79,91,72,75,29,80,85,81,82,77,65,29,100,67,34,78,90,75,41,90,23,31,25,75,82,22,2,Fairly generous,Ohio,Michigan,Missouri
110,613,Male,45-54,Washington,Senior (4 years of college),1,High,T1 HC,88,90,90,81,91,95,86,89,88,92,87,91,87,88,89,89,83,89,89,89,94,86,88,87,84,92,87,100,96,91,91,100,86,85,91,88,86,86,91,89,89,88,90,89,89,90,89,88,89,91,96,90,94,89,90,88,83,83,92,90,91,92,92,87,89,97,95,85,87,90,88,88,84,82,93,87,97,92,0,Fairly generous,Ohio,Michigan,Missouri
111,596,Male,25-34,Texas,High School,1,High,T1 HC,70,55,90,20,45,10,65,5,35,90,65,45,4,20,95,60,53,35,95,75,5,45,65,10,40,10,91,55,80,35,85,25,10,76,85,20,2,5,95,90,70,20,99,10,50,70,60,50,5,15,90,50,55,45,60,40,15,90,60,20,50,10,90,50,45,40,97,11,50,55,95,20,10,10,95,90,85,10,3,Fairly generous,Ohio,Michigan,Missouri
112,1368,Female,25-34,New York,Senior (4 years of college),1,High,T1 HC,49,41,48,86,76,86,40,63,83,91,40,54,50,50,50,50,49,78,47,45,73,81,46,52,50,50,50,50,50,93,36,47,64,82,50,50,50,50,50,50,50,73,43,88,43,86,50,50,50,50,50,52,50,89,42,86,40,76,50,50,50,50,50,50,50,72,45,73,44,94,50,50,50,50,42,50,50,50,2,Fairly generous,Ohio,Michigan,Missouri
113,1470,Female,35-44,North Carolina,Masters,1,High,T1 HC,55,37,58,46,58,43,47,46,57,59,45,60,44,45,65,66,39,69,56,59,44,44,47,45,57,44,70,37,70,64,56,54,45,42,53,48,46,43,66,64,70,56,56,44,57,47,19,61,38,33,40,73,41,33,44,56,43,54,36,29,63,25,44,46,74,58,57,41,60,43,29,12,36,26,71,72,81,44,3,About right,Ohio,Michigan,Missouri
114,1739,Female,25-34,Montana,Masters,1,High,T1 HC,65,59,75,62,60,63,72,81,60,72,64,63,61,62,63,63,60,63,75,65,70,76,70,66,60,61,64,63,57,62,70,67,71,65,63,63,59,60,63,72,62,60,63,62,64,63,70,65,64,65,60,67,61,62,63,57,64,62,67,63,62,61,61,73,65,64,63,62,63,64,65,67,62,67,64,65,61,65,0,About right,Ohio,Michigan,Missouri
115,836,Female,35-44,Florida,Other professional,1,High,T1 HC,31,35,50,77,46,50,65,62,37,74,73,34,35,46,23,25,23,49,29,37,40,49,29,42,27,68,25,26,24,75,41,66,41,76,31,42,77,72,24,23,79,65,23,26,23,62,24,50,35,49,25,30,28,73,26,22,77,80,7,24,44,73,19,29,50,75,24,72,70,66,13,17,72,78,50,50,33,76,0,About right,Ohio,Michigan,Missouri
116,1700,Male,55-64,Florida,Senior (4 years of college),1,High,T1 HC,53,51,64,65,59,53,85,54,52,91,62,59,81,84,66,59,62,84,78,55,54,89,71,67,62,78,87,52,53,76,83,54,54,86,53,69,84,65,56,55,64,66,86,59,55,89,86,66,60,84,78,66,65,81,79,71,63,86,64,71,68,60,79,58,67,82,83,84,84,87,88,59,61,92,72,59,60,85,3,Fairly generous,Ohio,Michigan,Missouri
117,1157,Male,25-34,Florida,Senior (4 years of college),1,High,T1 HC,82,55,68,63,88,43,79,72,69,82,63,77,78,69,77,70,89,82,65,74,39,54,69,62,75,78,81,81,73,78,67,82,65,77,37,70,70,79,75,76,84,69,79,71,63,96,66,41,38,68,32,67,69,72,43,100,72,65,41,70,65,75,71,69,75,71,26,43,76,60,71,63,59,62,35,32,67,75,1,Fairly generous,Ohio,Michigan,Missouri
118,1318,Male,35-44,Florida,Senior (4 years of college),1,High,T1 HC,60,60,40,40,75,60,30,40,71,60,40,70,50,80,40,65,40,75,50,40,40,70,40,75,50,60,40,60,45,70,60,40,60,60,40,50,46,70,40,60,40,80,45,60,40,80,45,40,70,80,45,40,50,70,40,70,40,70,40,40,70,80,40,40,70,80,45,70,50,80,40,40,70,70,50,40,70,80,0,Fairly generous,Ohio,Michigan,Missouri
119,582,Male,35-44,Florida,Senior (4 years of college),1,High,T1 HC,63,61,64,41,43,56,65,45,36,61,56,39,56,41,59,60,63,57,56,34,42,42,38,56,42,38,59,58,44,44,40,67,38,40,35,33,40,34,41,58,37,59,44,40,30,64,39,55,46,61,33,57,40,57,42,40,61,59,42,53,50,58,58,39,46,42,59,31,60,28,39,44,47,57,59,55,57,55,0,About right,Ohio,Michigan,Missouri
120,1020,Male,35-44,California,Masters,1,High,T1 HC,89,84,88,50,79,88,74,82,74,84,83,85,80,91,86,88,88,86,86,81,77,86,98,81,86,91,86,86,87,87,82,74,72,84,85,91,87,87,88,86,86,86,90,87,89,86,84,88,86,86,88,89,90,91,87,87,89,89,86,86,91,85,89,90,86,80,91,89,90,88,74,83,87,90,90,91,89,84,0,About right,Ohio,Michigan,Missouri
121,1537,Male,55-64,Tennessee,Other professional,1,High,T1 HC,58,57,60,73,63,81,70,62,72,86,64,77,74,87,45,57,72,88,64,55,60,90,47,68,71,90,48,62,77,79,63,54,74,88,56,68,82,87,56,59,73,84,55,72,60,78,56,69,73,96,46,64,62,92,52,72,54,94,53,80,68,94,44,66,56,88,46,86,62,85,45,59,71,87,54,63,54,92,3,Fairly generous,Ohio,Michigan,Missouri
